category,name,latitude,longitude,Zipcode
supermarket,Super Save,37.7367631,-122.3897193,94124
parking,Unnamed,38.517398,-122.0560829,
parking,Galleria Park And Ride,33.9093637,-117.455121,92503
parking,Sweetgrass Lane Park And Ride,33.30038,-117.21833,92003
parking,Penny Pines Trailhead,32.9056994,-116.4576237,
hotel,Unnamed,38.5752356,-121.3053356,95655
supermarket,Lucky,37.7418624,-122.387192,94124
parking,Unnamed,38.049,-122.5327049,94949
supermarket,Pho Tot,37.7168741,-122.4415313,94112
parking,Unnamed,37.7320836,-122.3913619,94124
parking,Unnamed,33.8690501,-117.9604682,92833
parking,Unnamed,33.8687562,-117.9526308,92833
supermarket,Unnamed,33.859883,-117.9573837,92801
parking,Parking structure,33.927384,-117.8766277,92821
parking,Unnamed,33.9105215,-117.8669128,92886
parking,Unnamed,33.9257816,-117.8783926,92821
parking,Unnamed,33.9259463,-117.8763112,92821
parking,Unnamed,33.9277801,-117.8790954,92821
parking,Main Street Vehicles,33.8097767,-117.9205378,92802
parking,Unnamed,38.4978142,-122.8996465,95436
hotel,The Disneyland Hotel,33.8093792,-117.9269321,92802
supermarket,Stater Bros.,33.5923887,-117.121872,92596
supermarket,Foodnet,37.6793441,-122.154365,94579
supermarket,Major Market Grocery Store,33.3753813,-117.2528639,92028
parking,Unnamed,33.9122129,-117.8679806,92886
parking,Unnamed,37.429984,-122.164736,94305
parking,Unnamed,38.3754051,-122.5107823,95442
supermarket,Oceana Market,37.6328853,-122.4879485,94044
parking,Unnamed,38.6247383,-121.2925825,95628
parking,Unnamed,38.6207526,-121.2900344,95670
parking,Unnamed,38.6334245,-121.2731748,95628
parking,Unnamed,38.6321908,-121.2242863,95628
parking,Unnamed,38.6545723,-121.1571188,95630
supermarket,Ralphs,35.3112768,-120.826836,93402
parking,Unnamed,37.9033285,-122.0940811,94549
parking,Unnamed,38.61968,-121.2828397,95670
supermarket,Albertsons,34.8635741,-120.41729,93455
supermarket,Spencer's Fresh Markets,34.8952856,-120.4358303,93455
parking,Unnamed,38.6523469,-121.1778437,95662
parking,Unnamed,38.6456932,-121.1525809,95630
parking,Unnamed,34.1861437,-118.0218444,91024
parking,Unnamed,37.6109775,-122.4960111,94044
parking,Catalina Airport Parking,33.4028985,-118.4153819,
supermarket,Stater Bros.,34.4249352,-117.5735989,92371
supermarket,Albertsons,34.4718046,-117.3657503,92392
supermarket,Shop Smart,40.1202179,-123.8238685,95560
supermarket,Farm Fresh Produce,36.9360488,-121.7443663,95076
parking,South Yuba Trailhead,39.3417505,-120.9719493,
mall,Eastmont Town Center,37.7681798,-122.1764202,94615
supermarket,Stater Bros.,34.5201818,-117.331506,92394
parking,Unnamed,38.5607951,-121.7276191,95617
parking,Unnamed,38.5614663,-121.7155868,95618
parking,Unnamed,38.5866553,-121.8516501,
parking,Unnamed,38.0619414,-122.6414704,94963
parking,Unnamed,32.9092619,-117.1051116,92131
parking,Unnamed,33.127379,-117.0745105,92025
parking,Unnamed,32.9913857,-117.2097702,92091
parking,Unnamed,36.2445941,-121.7752618,
parking,Unnamed,35.6531268,-121.2218111,
parking,Unnamed,35.5633552,-121.0836814,93428
parking,Unnamed,35.4506466,-120.9418244,93430
parking,Unnamed,35.4337865,-120.88654,93430
mall,Bear Valley Center,34.471633,-117.3660971,92392
supermarket,Old Fire House Market,36.888773,-121.6433615,
supermarket,Save Mart,36.6841596,-121.79642,93933
supermarket,Albertsons,34.0484855,-117.1713725,92373
supermarket,Stater Bros.,33.8983315,-117.9111323,92835
parking,Unnamed,37.3442887,-122.2068907,94028
parking,Unnamed,33.1319667,-117.0685336,92027
parking,Whitney Portal Arch Trailhead,36.5953972,-118.1531197,
parking,Unnamed,33.0735305,-117.0526959,92025
parking,Unnamed,33.0774172,-117.0551519,92025
supermarket,Star Market,37.7324364,-120.9487271,95367
supermarket,Grocery Outlet,34.129108,-118.0725061,91775
parking,Unnamed,37.8635807,-122.2467676,94720
parking,Unnamed,37.8641059,-122.2462392,94720
parking,Unnamed,37.8657279,-122.2490233,94720
parking,Unnamed,37.2901419,-122.1541275,
supermarket,Numero Uno Market,33.9598407,-118.2684904,90003
parking,Unnamed,38.6507289,-121.2226576,95662
parking,Unnamed,38.6505739,-121.2214076,95662
parking,Unnamed,38.6504503,-121.2202731,95662
parking,Unnamed,38.6521282,-121.2191921,95662
supermarket,Nob Hill Foods,37.7627649,-121.9515436,94583
parking,Unnamed,38.370123,-123.0742876,
parking,Unnamed,38.363528,-123.0700551,
parking,Unnamed,38.3569703,-123.0671529,
parking,Unnamed,38.3804054,-123.080108,
parking,Unnamed,38.3718473,-123.0758808,
parking,Unnamed,38.3663797,-123.0718361,
parking,Unnamed,32.7876186,-116.8051436,
supermarket,Walmart,33.1357328,-117.1234722,92069
parking,Unnamed,39.3251466,-123.8034448,95460
supermarket,H Mart,32.9187594,-117.1223639,92126
parking,Street Parking,33.5481906,-117.6481178,92694
supermarket,Oliver's Market,38.3279016,-122.6983501,94931
supermarket,Smart & Final Extra!,37.3534132,-122.051227,94087
parking,Unnamed,32.7048866,-117.161334,92101
parking,Unnamed,37.7962176,-122.1313816,94516
parking,Unnamed,37.0969404,-122.2790815,
supermarket,Lassen's Health Food,34.4367215,-119.803473,93111
parking,Unnamed,32.9024424,-116.5823912,91916
parking,Unnamed,32.9022797,-116.5827512,91916
supermarket,Smart & Final,34.1677656,-118.6201209,91364
supermarket,Grocery Outlet,40.7995479,-124.174142,95502
parking,Disability Parking,39.3486989,-123.8236242,95420
hotel,Cambria Beach Lodge,35.572302,-121.112037,93428
hotel,Moonstone Inn,35.5702401,-121.1105847,93428
hotel,The Bluebird Inn,35.563028,-121.085587,93428
hotel,The Villas at Disney's Grand Californian Hotel,33.8069162,-117.9227207,92802
supermarket,Rocca's Market,37.0853142,-121.6110542,95046
supermarket,Walmart,34.1881762,-118.62528,91307
parking,Unnamed,38.7778983,-121.3710471,95747
parking,Unnamed,33.1354552,-117.0793058,92027
parking,Unnamed,37.244995,-122.1099122,
parking,Unnamed,36.9785844,-122.0543403,95064
parking,Unnamed,36.9787541,-122.0539985,95064
parking,Business Parking,37.6477843,-118.9813585,93546
parking,Staging Area,37.6219704,-118.9931404,93546
parking,Staging Area,37.6216069,-118.9708628,93546
parking,Unnamed,38.0816633,-122.9140751,94937
parking,Unnamed,38.7710902,-121.3698634,95747
parking,Unnamed,38.7715666,-121.3705391,95747
parking,Unnamed,34.5055463,-120.2269772,
parking,Unnamed,37.8061712,-122.4693456,94129
supermarket,Manila Oriental Market,37.6512745,-122.4688574,94015
supermarket,Stater Bros.,34.134271,-116.0971482,92277
parking,Unnamed,33.9290169,-117.4397976,92504
parking,Unnamed,33.9299361,-117.4396394,92504
parking,Unnamed,33.9289569,-117.4422599,92504
parking,Unnamed,33.9317387,-117.4465729,92504
parking,Unnamed,33.9308485,-117.444698,92504
parking,Unnamed,33.9323293,-117.3989124,92506
parking,Unnamed,33.9347038,-117.3967881,92506
parking,Unnamed,33.9337847,-117.3971931,92506
parking,Unnamed,33.9334175,-117.3861505,92506
parking,Unnamed,33.9308634,-117.3996823,92506
parking,Unnamed,38.0557373,-122.2378442,94525
supermarket,Smart & Final,32.9507169,-117.063645,92064
parking,Unnamed,34.1430069,-117.9187644,91702
parking,Unnamed,34.7416769,-118.0236614,93535
supermarket,Qwik Serve,37.3930048,-121.0721362,95363
parking,Unnamed,33.1275881,-117.072699,92025
parking,Unnamed,33.1279752,-117.0712935,92027
supermarket,Save-A-Lot,33.6866778,-116.1829995,92236
parking,Parking for Frustration Creek,34.1017778,-116.9662162,92339
supermarket,Mitsuwa Marketplace,34.0051047,-118.4335247,90066
supermarket,Safeway,37.7377092,-122.239576,94502
supermarket,Trader Joe's,36.5965039,-121.8945766,93940
supermarket,County Fair Market,35.2603549,-118.913783,93241
supermarket,Albertson's,34.1626916,-118.0690713,91107
parking,Unnamed,36.9904595,-121.9064301,95003
parking,Piney Woods,36.5156554,-121.9462622,93922
parking,San Rafael Club House,33.7988352,-118.2948889,90710
parking,Unnamed,33.7753644,-117.8587436,92686
parking,Unnamed,33.9028487,-117.8861774,92834
parking,Unnamed,33.8735393,-117.8732761,92870
parking,Unnamed,33.8739847,-117.8709131,92870
parking,Central Place Garage,37.334608,-121.887249,95113
supermarket,Woodminster Market,37.811192,-122.1971997,94613
supermarket,Food 4 Less,38.4755431,-121.4492316,95823
parking,Noe Valley Farmer's Market,37.7514932,-122.4290278,94114
hotel,DoubleTree by Hilton Hotel Campbell - Pruneyard Plaza,37.2893734,-121.933495,95008
parking,South Fork trailhead parking lot,34.1614054,-116.8723226,92305
supermarket,Raley's,37.7124846,-121.4325929,95377
parking,Unnamed,38.6534381,-121.3481476,95841
parking,Unnamed,38.6528045,-121.3481058,95841
parking,Unnamed,38.6531287,-121.346408,95841
parking,Unnamed,38.6532041,-121.348897,95841
supermarket,Sprouts Farmers Market,38.6798103,-121.270794,95610
parking,Unnamed,37.2872059,-121.9424831,95008
hotel,Crowne Plaza Palo Alto,37.4059857,-122.121416,94306
parking,California Flight Academy,32.8253827,-116.974692,92022
supermarket,Mercado California,37.2592886,-121.8077654,95111
parking,Unnamed,34.2036823,-118.1589023,91011
parking,Unnamed,34.202227,-118.1579716,91001
parking,Unnamed,33.13351,-117.1533341,92096
parking,Unnamed,33.1340579,-117.1552225,92096
parking,Unnamed,33.1397426,-117.0548096,92027
parking,Unnamed,37.5346338,-119.6512829,
supermarket,Sprouts Farmers Market,34.235462,-119.036844,93010
parking,Unnamed,33.753077,-116.7227801,92549
supermarket,Foods Co,34.93507,-120.437607,93454
parking,Unnamed,35.2500462,-120.6251953,93401
parking,Unnamed,35.250048,-120.6252368,93401
parking,Unnamed,38.1194226,-122.2090254,94591
supermarket,Save Mart,38.4252352,-121.413422,95758
hotel,Water's Edge,37.8731755,-122.4563742,94920
supermarket,Woodland Market,37.8751977,-122.4598234,94920
supermarket,La Princesa Market,34.9624556,-120.435416,93454
supermarket,El Super,34.1186297,-118.1962954,90042
supermarket,Albertsons,34.4623278,-118.5566385,91354
parking,Unnamed,39.2908421,-121.0977566,
supermarket,Save Mart,38.6798655,-121.229027,95662
parking,Unnamed,40.3526064,-123.9238078,95571
parking,Unnamed,37.2768062,-120.845888,95374
parking,Unnamed,33.6577398,-118.000389,92648
parking,Canyon Creek Trailhead,39.5170254,-121.0114699,
hotel,Harrah's Rincon Casino & Resort,33.2673211,-116.9553613,
hotel,Quality Inn & Suites,34.9513041,-120.416098,93454
parking,Unnamed,32.9953248,-117.0550524,92128
parking,Unnamed,32.9966448,-117.0539459,92128
parking,Unnamed,32.9976408,-117.056975,92128
parking,Unnamed,38.5637691,-121.7261437,95617
parking,Unnamed,38.1038505,-122.2783418,94592
parking,Unnamed,38.8838886,-120.3557825,
parking,Unnamed,38.8816588,-120.3557343,
supermarket,Albertsons,35.6449202,-117.679369,93555
supermarket,Albertsons,35.616678,-120.68083,93446
supermarket,Walmart,35.6124485,-120.6816742,93446
parking,Unnamed,37.4078883,-122.1522468,94304
parking,Unnamed,36.9952523,-122.0603364,95064
parking,Unnamed,37.9423761,-122.5451891,94904
parking,Unnamed,37.9158204,-122.3835228,94801
supermarket,Center Market,33.2575622,-116.3800057,92004
hotel,Unnamed,33.2560298,-116.398725,92004
hotel,Unnamed,33.4747616,-117.720366,92629
parking,Unnamed,34.1515695,-118.7821035,91377
hotel,Nick's Cove Cottages,38.1988486,-122.920488,94940
parking,"Public, pay parking lot",38.2002861,-122.9214214,94971
parking,Nick's Cove customer Parking,38.2002124,-122.9204424,94940
parking,Ridge Park Trailhead,33.6057972,-117.8017492,92667
parking,Unnamed,35.14271,-116.104379,
parking,Unnamed,33.7178133,-118.280216,90731
parking,Unnamed,36.4573874,-121.7371142,93924
supermarket,Zanotto's Market Sunnyvale,37.3501764,-122.0495621,94087
supermarket,New India Bazaar,37.3508028,-122.0494746,94087
parking,Unnamed,37.6245382,-118.9456406,93546
parking,Unnamed,38.3293349,-119.6351119,
parking,Unnamed,33.7157793,-117.9366734,92708
parking,Unnamed,33.7353335,-116.6960429,92599
parking,Unnamed,41.7025316,-121.5184076,
parking,Unnamed,41.703115,-121.5191125,
parking,Unnamed,41.703118,-121.5158526,
parking,Unnamed,41.7049096,-121.5173902,
parking,Unnamed,41.7057759,-121.5159168,
parking,Unnamed,41.7070563,-121.5122855,
parking,Unnamed,41.7079156,-121.5147703,
parking,Unnamed,41.7085787,-121.5122198,
parking,Unnamed,41.7092003,-121.5144299,
parking,Unnamed,41.7102219,-121.5118493,
parking,Unnamed,41.7103051,-121.5138544,
parking,Unnamed,41.7130071,-121.5109422,
parking,Unnamed,38.0667273,-122.194218,94569
parking,Unnamed,38.0620157,-122.1930852,94569
parking,Unnamed,38.0644695,-122.1934363,94569
parking,Unnamed,36.3631933,-121.9001192,
parking,Unnamed,34.2274757,-118.9312021,91320
parking,Unnamed,38.1684474,-122.2001768,94589
parking,Doorknob Snowmobile park,41.6715486,-121.562951,
parking,Little Medicine Lake,41.5881926,-121.6108935,
parking,Unnamed,41.5798671,-121.5874449,
parking,Unnamed,34.2232685,-118.8289181,
parking,Unnamed,34.2325535,-118.8388608,91360
supermarket,WinCo Foods,39.1257715,-121.6367471,95933
parking,Lake Siskiyou Trail Parking,41.2858971,-122.3237568,96067
parking,Sandstone Hills Trail Parking,34.1874747,-118.7857515,91377
parking,Unnamed,34.1861287,-118.7714457,91377
parking,Unnamed,34.1811668,-118.7716228,91377
parking,Unnamed,34.1849261,-118.77057,91377
parking,Rock Ridge Open Space Trail Head Parking,34.1909127,-118.7603106,91377
parking,Unnamed,34.1654811,-118.9578462,91320
supermarket,Raley's,37.6884059,-121.0108125,95350
parking,Unnamed,34.1671038,-118.9433097,91320
supermarket,Ralphs,34.1840627,-118.3395852,91505
parking,Unnamed,36.3609115,-121.8224325,
parking,Hanging Rock Parking,36.5493814,-118.7683908,
parking,Unnamed,34.2254713,-118.8802235,91360
supermarket,Sender's Market,38.2284773,-120.5408459,95246
parking,Unnamed,38.7655207,-121.3467506,95747
supermarket,Market at Seventh College,32.8875979,-117.242098,92093
parking,Unnamed,38.9690747,-122.7918082,95451
supermarket,El Super,36.7423058,-119.7709994,93702
supermarket,One Stop,38.3526631,-120.9360392,95640
parking,Main Parking,38.5661569,-121.2993682,95655
parking,Overflow Parking,38.5668113,-121.2994914,95655
supermarket,Target,37.2649958,-121.918775,95124
supermarket,Grocery Outlet,37.2707721,-121.9072464,95124
supermarket,Lucky,37.2628961,-121.932567,95124
supermarket,Smart & Final,37.2648198,-121.916305,95124
supermarket,International Food Bazaar,37.2720452,-121.93308,95124
supermarket,Boba Tea House,34.2351727,-118.5277448,91330
parking,Unnamed,33.3395982,-116.7877755,
supermarket,Fairfax Market,37.9883736,-122.590597,94930
supermarket,United Market,37.9769358,-122.5534189,94960
supermarket,Cardenas Markets,37.9613153,-122.5002485,94901
parking,Unnamed,33.4627897,-117.6892984,92629
parking,Big Pine High School Parking,37.161206,-118.2891509,92513
supermarket,Carrolls Market,37.1656987,-118.2893348,92513
supermarket,Stater Bros.,34.129528,-117.8827593,91702
hotel,Unnamed,35.4492994,-120.9057413,93430
parking,Unnamed,32.9777625,-116.5246036,
hotel,Unnamed,34.2795586,-118.4703787,91345
parking,Unnamed,36.98118,-122.0501038,95064
parking,Unnamed,39.129086,-120.7998408,
parking,Unnamed,39.1302633,-120.7905911,
parking,Unnamed,39.1411778,-120.7868342,
supermarket,Murphy's,40.8844162,-124.0909244,95503
parking,Unnamed,37.025074,-122.2151538,95017
parking,Unnamed,39.337215,-121.3268429,
parking,Unnamed,39.3341675,-121.3238656,
parking,Unnamed,39.3321282,-121.3227069,
parking,Unnamed,41.277549,-122.3330525,96067
parking,Claremont Wilderness Park South Parking,34.1390039,-117.706921,91711
parking,Unnamed,36.9983364,-122.0518118,95064
parking,Pay Station,36.9954957,-122.056887,95064
parking,Unnamed,36.9950268,-122.0552705,95064
parking,Unnamed,36.99921,-122.0633935,95064
parking,Unnamed,36.9942875,-122.0643806,95064
parking,Unnamed,36.9940988,-122.0647239,95064
parking,Unnamed,36.9936577,-122.061634,95064
parking,Unnamed,36.9994926,-122.0580023,95060
parking,Unnamed,36.9904956,-122.0686721,95064
parking,Unnamed,36.9919053,-122.0676663,95064
parking,Unnamed,36.9980214,-122.0570034,95064
parking,Unnamed,36.9979592,-122.0562476,95064
parking,Unnamed,36.9980339,-122.0570879,95064
parking,Unnamed,37.7745429,-119.0869347,93529
parking,Unnamed,36.9992413,-122.0664291,95064
parking,Unnamed,36.9925962,-122.064337,95064
parking,Unnamed,36.9900382,-122.0659785,95064
parking,Unnamed,36.9876973,-122.0556472,95064
parking,114,37.0003593,-122.0587068,95064
parking,Unnamed,37.0009829,-122.0574097,95064
parking,Unnamed,37.0016927,-122.0575081,95064
parking,Unnamed,37.0017522,-122.0580198,95064
parking,Unnamed,37.0018526,-122.0591851,95064
parking,Unnamed,37.0022905,-122.059201,95064
parking,Unnamed,37.0032977,-122.0587206,95064
parking,Unnamed,36.9966639,-122.0618404,95064
parking,Unnamed,37.0004326,-122.0540672,95064
parking,Unnamed,37.0020837,-122.0535928,95064
parking,Unnamed,36.9995927,-122.0508939,95064
parking,Unnamed,36.9928438,-122.0675464,95064
parking,Unnamed,36.9916267,-122.0685544,95064
parking,Unnamed,36.991047,-122.0680713,95064
parking,Unnamed,36.9908793,-122.0687032,95064
parking,Unnamed,36.9909345,-122.0678795,95064
parking,Unnamed,36.9790914,-122.0517287,95064
parking,Unnamed,36.9791858,-122.0544941,95064
parking,Unnamed,36.9798061,-122.0535035,95064
parking,Unnamed,36.9804875,-122.0519803,95064
parking,Unnamed,36.9991105,-122.0562856,95064
parking,Unnamed,36.9982281,-122.0542376,95064
parking,Unnamed,36.9977991,-122.0536338,95064
parking,Unnamed,37.0017015,-122.0620885,95064
parking,Unnamed,37.0014156,-122.0629426,95064
parking,Unnamed,37.0010503,-122.0582499,95064
parking,Unnamed,38.1022749,-122.538967,94945
parking,Unnamed,36.9913111,-122.0639456,95064
parking,Poplar Street Public Access,33.5495801,-117.78504,92652
parking,Unnamed,36.9885543,-122.0552732,95064
parking,Unnamed,35.8928625,-121.4610477,
parking,Unnamed,39.0994832,-120.9255248,95713
parking,Unnamed,39.1002148,-120.9239756,95713
parking,Unnamed,39.1009954,-120.9237673,95713
parking,Unnamed,37.256116,-122.407671,94060
parking,Unnamed,39.1071151,-120.8600003,
parking,Unnamed,39.1071453,-120.8601442,
parking,Unnamed,39.108515,-120.8591764,
parking,Unnamed,39.1101005,-120.8578209,
parking,Unnamed,39.111141,-120.8567906,
supermarket,Food 4 Less,34.6905767,-118.17356,93536
supermarket,Raley's,38.6574654,-121.509945,95835
parking,Unnamed,36.9956955,-122.056925,95064
mall,Our Sons Plaza,34.6895937,-118.1642441,93539
parking,Unnamed,36.9948331,-122.0553589,95064
parking,Unnamed,36.9908931,-122.0520805,95064
parking,Unnamed,36.9990917,-122.0635654,95064
parking,Unnamed,36.9982054,-122.062573,95064
parking,Unnamed,36.9953702,-122.0602864,95064
parking,Unnamed,37.0013452,-122.0608671,95064
parking,Unnamed,36.9952917,-122.0658292,95064
parking,Unnamed,36.9940575,-122.0648207,95064
parking,Unnamed,36.9912856,-122.0684148,95064
parking,Unnamed,36.999751,-122.0579023,95060
parking,Unnamed,36.9989373,-122.0664407,95064
parking,Unnamed,36.992198,-122.0648261,95064
parking,Unnamed,36.9806071,-122.0487489,95064
parking,Unnamed,37.0000597,-122.0646544,95064
parking,Unnamed,36.9981577,-122.0643647,95064
parking,Unnamed,36.996129,-122.0549363,95064
parking,Unnamed,36.9966814,-122.0525689,95064
parking,Unnamed,36.9944696,-122.055563,95064
parking,Unnamed,36.997729,-122.0525514,95064
supermarket,Palm Deli,36.976468,-121.8865145,95003
parking,Unnamed,36.9952456,-122.061376,95064
parking,Unnamed,36.9952403,-122.0620955,95064
supermarket,Valencia Farmers Market,37.7522423,-122.4205203,94143
supermarket,Grocery Outlet,37.4190516,-122.124512,94306
parking,Unnamed,36.9809058,-122.051951,95064
supermarket,San Bruno Supermarket,37.7303902,-122.4051055,94134
parking,Unnamed,36.9971455,-122.050992,95064
parking,Unnamed,36.9991411,-122.0619403,95064
parking,Unnamed,36.9725642,-122.0515478,95061
supermarket,Lucky,37.2288852,-121.8858459,95120
parking,Unnamed,36.9936382,-122.0541957,95064
supermarket,Valencia Whole Foods,37.7570365,-122.4209796,94143
parking,Unnamed,36.999455,-122.0224544,95061
supermarket,Buddies Market,37.7346227,-122.4337115,94112
parking,Unnamed,36.9959591,-122.0547592,95064
parking,Unnamed,36.9977584,-122.0507581,95064
parking,Unnamed,36.9979175,-122.0516224,95064
supermarket,Bel Air,38.4965543,-121.509933,95831
supermarket,SF Supermarket,38.4724152,-121.44876,95823
supermarket,Lucky,37.692665,-121.7750444,94551
supermarket,Raley's,37.5190529,-120.8471228,95382
supermarket,Save Mart,37.5160404,-120.850421,95382
parking,Unnamed,38.2337555,-122.6371139,94952
hotel,Gerstle Park Inn,37.9647222,-122.5350547,94904
parking,Unnamed,37.624395,-121.759102,94550
supermarket,Bel Air,38.6118907,-121.496488,95833
supermarket,Lion,37.3191154,-121.9746084,95129
supermarket,Mercado Loco,38.5781665,-121.5502033,95691
parking,Unnamed,32.7979994,-116.9042571,92019
parking,Unnamed,32.8768453,-116.9117129,92040
parking,Unnamed,36.0138647,-121.4370169,
parking,Unnamed,36.032477,-121.4726744,
parking,Unnamed,38.0473885,-122.2210202,94525
parking,Unnamed,35.7985363,-121.34784,
supermarket,99 Ranch Market,38.49457,-121.4570444,95824
parking,Unnamed,36.8680631,-121.8186015,
parking,Unnamed,36.8687667,-121.8187052,
parking,Unnamed,36.8708138,-121.8205762,
parking,Unnamed,36.8739023,-121.8226004,
parking,Unnamed,36.8949195,-121.8341454,
parking,Unnamed,36.8970246,-121.8354243,
parking,Unnamed,32.9494207,-117.2466505,92014
parking,Unnamed,32.9497321,-117.2458369,92014
supermarket,Sprouts Farmers Market,37.2927181,-121.992366,95129
supermarket,Cookie Crock Market,35.5631923,-121.0919261,93428
parking,Unnamed,40.664099,-122.4399768,96089
supermarket,Super A,34.1033676,-118.2360136,90065
parking,Unnamed,32.906782,-116.5830304,
supermarket,Trader Joe's,34.1380129,-118.0121045,91016
parking,College Cove,41.068267,-124.1489841,
parking,Unnamed,36.9812983,-122.048915,95064
supermarket,Savemart,38.559607,-121.7577404,95616
parking,Mad River Bluffs,40.942164,-124.1267261,95519
parking,Unnamed,34.1236711,-117.1944876,92346
parking,Unnamed,34.1222278,-117.1947987,92346
parking,Salvador Canyon Trailhead,33.3969293,-116.4769217,
supermarket,FoodMaxx,37.9559165,-122.0416269,94520
supermarket,Los Osos Mexican Market,35.3118622,-120.832629,93402
parking,Unnamed,35.1213712,-120.6289254,93433
parking,Unnamed,35.1211233,-120.629413,93433
parking,Unnamed,40.8726603,-124.1520723,
supermarket,FoodMaxx,38.1234059,-122.236462,94589
parking,Unnamed,37.4731261,-122.2359197,94061
parking,Unnamed,40.50096,-122.5229722,
parking,China Gardens Trail,40.5071436,-122.395621,96001
parking,Unnamed,38.5699261,-123.3187798,
parking,Henderson Open Space,40.5694759,-122.3717956,96001
parking,Unnamed,38.8573745,-122.418517,
supermarket,Trader Joe's,38.6724297,-121.1558851,95630
supermarket,Walmart Supercenter,38.6683603,-121.1675262,95630
parking,Unnamed,38.8087548,-122.3749722,
parking,Happy Valley Cemetery,40.4674928,-122.4550783,
parking,Unnamed,41.8150136,-124.0427634,
parking,Unnamed,41.8133825,-124.0445498,
parking,Unnamed,36.339722,-117.4686056,
parking,Unnamed,40.8844336,-123.962903,95525
supermarket,Trader Joe's,34.1429858,-118.3933469,91604
parking,Unnamed,36.9371819,-121.8653095,95003
parking,Unnamed,36.9842878,-122.0332152,95061
parking,Unnamed,38.8352349,-121.3106849,95765
parking,Unnamed,40.1891233,-120.6036758,
parking,Unnamed,40.1882558,-120.5857046,
parking,Unnamed,37.3663184,-122.0134728,95086
hotel,Aztec Hotel,34.151536,-118.0057963,91016
parking,Unnamed,40.1847666,-120.5803529,
supermarket,Ben Lomond Market,37.0890844,-122.0892896,95005
supermarket,Sierra Gateway Market,35.758069,-118.418772,93238
parking,Unnamed,37.9301459,-122.6811462,94924
supermarket,Albertsons,33.8313152,-117.8886498,92806
supermarket,Sequoia Produce,36.3254898,-119.1046608,93221
parking,RV Storage Club,36.3249539,-119.0816581,93221
parking,Unnamed,36.3979175,-118.9503836,93271
parking,Unnamed,37.0293525,-121.8212548,95976
parking,Unnamed,37.0502762,-121.8105093,95976
parking,Unnamed,37.0819515,-121.8506693,95033
parking,Team Disney Burbank Parking,34.1587299,-118.3257033,91506
parking,ES03 parking,37.2132266,-122.0233149,95030
supermarket,Food 4 Less,33.8020061,-117.9377578,92802
parking,Unnamed,39.091335,-121.5444309,
parking,Green Valley Trailhead,39.1950674,-120.7974762,95714
supermarket,Mendoza Market,36.3194389,-121.242553,93927
parking,Unnamed,32.9014593,-116.5832599,91916
parking,Unnamed,34.0006817,-116.6123988,92282
supermarket,Clements Ridge Produce,38.1984954,-121.0692126,95227
supermarket,Stehly Farms Market,32.7714723,-117.2016863,92110
supermarket,Super A Foods,34.1198066,-118.2013052,90042
parking,Unnamed,37.4578527,-122.2878802,94062
parking,Unnamed,34.3050358,-118.8987045,93021
parking,Unnamed,32.8786975,-116.4380373,91948
parking,Unnamed,32.8856937,-116.4324422,91948
parking,Unnamed,32.8794859,-116.4459069,91948
parking,Agua Dulce Equestrian Trailhead,32.8538995,-116.4353943,91948
hotel,Unnamed,33.1398264,-117.2454073,92081
parking,Unnamed,38.8824953,-121.3071524,95648
parking,Unnamed,34.8159974,-119.1020501,
supermarket,Grocery Outlet,37.5300618,-121.98297,94538
supermarket,Bob's Market,34.0121025,-118.4670218,90405
parking,Unnamed,38.7898833,-123.5601632,95445
parking,Unnamed,33.9277156,-117.8521461,92821
parking,Unnamed,35.976729,-118.596086,
parking,Unnamed,35.9769793,-118.5937741,
parking,Unnamed,36.4135923,-119.0938224,93286
parking,Unnamed,38.1316214,-122.8914001,94940
parking,Unnamed,37.5496813,-122.0896594,94555
supermarket,Lucky,37.5559096,-121.9520093,94537
supermarket,Bolinas Market,37.9097842,-122.6850941,94924
parking,Downtown Disney Service Parking,33.809272,-117.923268,92802
parking,Unnamed,37.9207004,-122.6917459,94924
supermarket,FoodMaxx,37.9652976,-121.781917,94531
parking,Lynch Canyon Trail Head Parking,39.0043772,-122.3911046,
parking,Cowboy Camp,38.998579,-122.3543103,
parking,High Bridge Trail Head Parking,38.9568473,-122.3436021,
parking,Redbud Trail Head Parking,38.9871811,-122.5397367,
parking,Unnamed,35.0369396,-118.2852614,93501
supermarket,Luck 7 Supermercado,37.3456591,-121.8481844,95116
supermarket,Wolfsen's Meat Market,37.2529026,-120.9969485,95322
supermarket,Stater Bros.,33.7889598,-117.8177251,92869
parking,Unnamed,33.7426588,-116.3495342,92210
parking,Unnamed,33.7418641,-116.3485396,92210
parking,Unnamed,32.8495987,-116.4340572,91948
parking,Unnamed,32.8571263,-116.4236534,91948
parking,Unnamed,34.1546571,-118.3249472,91522
parking,Unnamed,34.1545581,-118.3246162,91522
parking,Unnamed,34.155614,-118.3237377,91506
parking,Unnamed,34.154464,-118.3251346,91522
parking,Unnamed,34.1544825,-118.3245923,91522
parking,Unnamed,37.052216,-122.0736959,95018
parking,Unnamed,32.8912347,-117.1382926,92126
supermarket,Ralphs,34.1644476,-118.256508,91202
parking,Unnamed,33.7305773,-114.5127944,
parking,Unnamed,39.3206727,-121.0160508,
parking,Unnamed,39.3269247,-121.0447648,
parking,Unnamed,33.9484339,-117.5769353,92880
