Latitude,Longitude,Vehicles Nearby,Required Chargers,Elevation
37.5893401,-118.854191,82,2.0,3401.0
39.082497,-121.68011399999999,461,8.0,15.0
39.347810999999986,-120.918728,334,6.0,1009.0
35.16318999999999,-119.04632199999999,664,11.0,89.0
37.9377015,-122.0256327,7551,35.0,20.0
36.6768911,-121.6123431,1383,18.0,27.0
37.3607935,-122.0968991,28726,408.0,82.0
38.6811234,-121.0475448,6280,84.0,315.0
34.19332599999997,-118.81868400000003,7520,88.0,370.0
33.51122800000002,-117.04239599999985,3945,62.0,447.0
35.606509,-117.68347200000001,212,1.0,711.0
34.0827269,-117.8517056,10516,106.0,226.0
37.71450899999992,-122.07954199999993,11862,170.0,128.0
35.468183,-118.77964900000002,453,8.0,679.0
32.67400400000001,-116.94393200000005,6230,58.0,246.0
37.6619214,-121.855933,3329,46.0,199.0
34.32658400000001,-118.38226100000001,5107,80.0,964.0
34.09253999999999,-118.49106399999991,31288,487.0,366.0
34.308728999999985,-118.68722300000002,5377,85.0,487.0
41.81957799999999,-124.065667,74,2.0,282.0
41.314337000000016,-122.380798,78,2.0,1344.0
38.427506999999856,-121.31489899999995,3030,44.0,21.0
33.90313400000002,-117.39804399999998,4533,67.0,312.0
34.141358000000004,-115.62116799999998,110,2.0,421.0
36.29223,-119.622676,458,6.0,72.0
33.6170068,-117.6494139,17571,255.0,184.0
38.235014000000035,-122.55733199999997,936,15.0,78.0
35.296958,-120.73313400000002,512,8.0,111.0
38.99003000000003,-121.11440799999998,1013,16.0,424.0
38.7710902,-121.3698634,4891,73.0,31.0
34.037339999999986,-119.800786,740,12.0,386.0
37.17406299999992,-121.59874699999996,3061,48.0,476.0
38.04686299999998,-121.35280199999998,1404,7.0,5.0
32.77601200000003,-116.88063400000004,2036,32.0,170.0
34.1644476,-118.256508,20797,295.0,494.0
34.83179200000001,-120.43350900000002,620,10.0,222.0
38.11276,-120.225746,38,1.0,1048.0
33.95290199999995,-117.63932500000004,6673,105.0,166.0
37.39228700000001,-120.498299,559,9.0,89.0
38.344887999999976,-121.43123100000004,4130,65.0,6.0
35.988087,-118.860221,278,5.0,385.0
38.577783000000046,-121.20178800000002,2075,33.0,70.0
33.74808599999996,-117.46803700000004,1851,29.0,395.0
39.487185000000004,-123.74196300000001,124,2.0,164.0
34.50662699999999,-118.69904800000002,2048,32.0,537.0
32.94579100000032,-117.2143660000001,12725,163.0,35.0
38.280744999999946,-122.00637999999992,1298,19.0,20.0
37.24662299999993,-121.73383300000009,5071,48.0,338.0
34.57086700000001,-118.023744,452,8.0,814.0
37.519986000000024,-121.57559600000005,2159,34.0,1003.0
36.902044999999994,-121.35078300000004,1087,17.0,93.0
38.5545359,-121.7870207,1200,19.0,17.0
37.7682179999999,-121.60950899999992,2694,43.0,118.0
36.20506,-121.010363,79,2.0,287.0
33.692672999999964,-117.302957,2885,20.0,486.0
34.227892000000004,-119.07955199999999,1273,8.0,68.0
34.29461500000001,-118.50700099999995,10457,140.0,386.0
38.4866182,-121.5351981,3099,47.0,3.0
34.1654839,-117.5233721,7117,112.0,684.0
37.879920000000034,-122.18457200000006,14346,225.0,153.0
36.862209000000014,-119.760793,4043,26.0,117.0
33.6266048,-117.8485703,19181,205.0,41.0
33.889702,-117.11342699999997,901,15.0,440.0
37.8849857,-122.5706681,5916,87.0,257.0
33.13115600000001,-116.976997,949,15.0,535.0
35.26146,-116.690324,44,1.0,769.0
37.76217399999988,-121.91578800000016,19108,283.0,146.0
38.63482199999999,-122.615051,185,3.0,455.0
37.21695299999996,-121.92655499999996,19779,294.0,216.0
37.393471,-119.741037,15,1.0,834.0
33.96372300000014,-117.73859599999999,16455,231.0,296.0
38.23455300000003,-122.760385,1257,20.0,144.0
33.72985299999999,-117.03406000000001,1881,30.0,459.0
37.260499000000124,-122.04616499999986,14498,222.0,265.0
37.45289500000001,-121.22997400000001,506,8.0,337.0
36.521012,-119.389446,102,2.0,103.0
34.479453000000014,-120.08409400000001,989,16.0,179.0
33.022474,-116.493688,58,1.0,855.0
33.826392999999975,-117.85130699999999,20862,302.0,65.0
34.018195,-117.85482099999993,12360,183.0,180.0
39.47536000000001,-121.41411,105,2.0,498.0
32.7839251,-117.0596437,11923,182.0,111.0
34.28033300000003,-117.86614099999997,1072,17.0,1528.0
38.823057999999996,-123.06389099999998,201,4.0,
34.0178788,-117.59212,6387,73.0,259.0
37.750502000000075,-121.74905500000004,1415,13.0,191.0
34.71365600000001,-117.86466000000001,518,9.0,765.0
32.55702199999997,-117.00621399999997,5944,68.0,100.0
38.6724297,-121.1558851,7925,90.0,99.0
34.408548,-118.12359199999999,526,9.0,1185.0
35.585018,-121.041461,173,3.0,98.0
36.52587,-121.396735,53,1.0,122.0
32.983606000000066,-117.01903500000014,4673,70.0,205.0
38.325247999999995,-120.955787,63,1.0,101.0
34.20083400000005,-118.66489999999996,11832,185.0,444.0
36.751519000000016,-119.680602,2010,22.0,103.0
38.52573299999993,-122.69044299999995,2304,36.0,473.0
34.530198999999996,-119.310133,633,10.0,1306.0
38.92213099999999,-122.789559,73,2.0,673.0
33.5709300000001,-117.7730420000001,14536,228.0,171.0
33.768584000000025,-116.42998799999994,2700,7.0,78.0
35.250048,-120.6252368,1528,22.0,86.0
34.168333,-116.288431,75,2.0,780.0
33.736458,-114.687973,44,1.0,161.0
36.178091,-119.370752,337,4.0,79.0
38.92281200000008,-121.31200500000003,1611,26.0,44.0
37.5496813,-122.0896594,6740,83.0,-2.0
40.75193699999996,-122.23067799999998,319,5.0,420.0
34.60410500000001,-118.23921300000002,1340,21.0,910.0
40.103236,-122.074735,16,1.0,87.0
39.891623999999986,-121.84198199999999,384,6.0,249.0
35.118772,-118.49381100000001,318,1.0,1269.0
34.00326600000003,-117.44200399999997,3783,58.0,283.0
34.53322200000002,-119.791731,1670,27.0,629.0
34.177082999999996,-117.25476299999998,1634,24.0,540.0
38.39881499999994,-122.86192299999992,1734,26.0,75.0
34.06611699999998,-118.846342,2874,45.0,279.0
34.2736056,-118.555041,13291,183.0,425.0
37.03646100000003,-122.12175000000009,1946,31.0,458.0
33.21993499999998,-117.20260600000002,6312,93.0,220.0
37.49211499999999,-118.390408,108,2.0,1345.0
36.41560299999999,-121.637651,310,5.0,618.0
38.05172600000002,-121.48303600000003,768,12.0,-6.0
34.123304999999974,-118.67102500000004,10897,142.0,459.0
35.463544,-120.69291100000001,822,3.0,359.0
38.4423572,-122.6745352,583,10.0,72.0
33.6687456,-117.7332496,31449,458.0,98.0
34.32261800000001,-118.23756999999999,2574,41.0,1312.0
35.19240400000001,-119.175866,1215,19.0,88.0
33.54761300000005,-117.34403999999994,1597,25.0,631.0
40.959368000000005,-124.05123599999999,222,4.0,108.0
37.89993600000005,-121.99924400000003,10159,145.0,84.0
33.58001599999993,-117.1473599999999,5601,83.0,389.0
36.197785,-120.422249,55,1.0,264.0
35.16374,-117.886527,79,2.0,756.0
34.156528999999985,-117.84160500000003,5152,76.0,413.0
34.02452000000001,-117.28925499999998,3382,45.0,566.0
37.92222799999987,-121.66835900000011,4132,65.0,17.0
36.984884999999984,-119.873914,440,7.0,114.0
34.38469700000003,-118.64724399999997,4966,78.0,418.0
37.33598699999992,-121.77760300000008,8846,135.0,115.0
41.028176,-121.308316,6,1.0,1011.0
39.492842,-123.34097300000002,98,2.0,740.0
38.576618,-122.444388,387,7.0,514.0
34.00446799999998,-117.68469700000004,11473,169.0,215.0
34.980294,-116.96444900000002,110,2.0,803.0
33.05300599999999,-116.85065099999997,668,7.0,445.0
38.2441635,-122.299168,1389,22.0,15.0
38.098070999999976,-122.13594000000003,2227,35.0,108.0
38.11438799999998,-121.144658,359,6.0,26.0
38.918887,-123.605684,39,1.0,270.0
34.441370000000006,-119.514092,397,7.0,477.0
37.28452899999994,-121.65832099999993,4009,63.0,578.0
34.2371417,-116.840455,70,2.0,2100.0
35.037198,-120.50459300000001,706,12.0,113.0
37.50451399999993,-122.03291600000006,17221,203.0,-3.0
34.894366,-114.640335,12,1.0,158.0
34.23085400000002,-118.36585599999998,14834,227.0,262.0
37.4300692,-122.2989649,6613,104.0,529.0
34.74739,-118.36924900000002,1106,18.0,836.0
40.33638700000001,-122.44851100000001,93,2.0,220.0
38.4282508,-119.9915528,56,1.0,2164.0
38.4220022,-121.4454761,5457,69.0,9.0
37.792681999999964,-121.8605900000001,9944,156.0,210.0
39.266469,-121.978604,20,1.0,18.0
38.478832,-120.611993,57,1.0,915.0
33.39047699999997,-117.20942700000006,1370,22.0,270.0
37.186140999999864,-121.84355500000011,13805,212.0,268.0
33.17077499999995,-117.15867599999997,6651,80.0,202.0
40.168801,-123.826148,8,1.0,445.0
33.64176699999998,-116.27394300000007,1260,12.0,1.0
36.39177699999998,-119.372842,700,11.0,95.0
32.735124,-116.415161,43,1.0,1068.0
39.491654,-122.26208,33,1.0,48.0
38.40857100000001,-122.02277500000004,817,13.0,196.0
38.7311645,-121.3653103,5158,81.0,38.0
39.040304999999975,-121.560484,617,6.0,15.0
34.42436599999999,-117.16129499999998,374,6.0,1027.0
38.112166,-122.63438399999995,854,14.0,67.0
37.2946801,-122.0816201,28728,441.0,199.0
33.54723799999985,-117.62376099999986,21154,331.0,169.0
37.613574,-122.4863381,17166,255.0,130.0
34.12328599999995,-118.75854100000002,5440,81.0,321.0
39.19638699999999,-120.972289,246,4.0,854.0
34.2091699,-118.2094393,12320,188.0,556.0
32.619458999999914,-116.9858199999999,8912,95.0,148.0
37.733742,-120.9354079,1421,23.0,43.0
37.00670000000002,-121.87820699999999,1522,24.0,200.0
37.918853999999996,-121.41742700000002,502,8.0,-2.0
38.69861400000002,-121.69926200000002,599,1.0,9.0
34.8159974,-119.1020501,57,1.0,1730.0
33.25354800000002,-117.00336600000003,585,7.0,557.0
34.571217999999995,-117.13307300000001,391,7.0,1218.0
34.58523399999999,-117.45372399999998,191,3.0,875.0
36.29227000000001,-119.829463,212,3.0,63.0
33.648168999999996,-116.89530799999999,531,9.0,789.0
37.35748900000006,-122.1444369999999,20991,324.0,181.0
32.63786800000003,-117.05803099999999,7138,83.0,60.0
36.91807899999999,-120.185933,246,4.0,
33.84045099999996,-117.60196099999993,7047,102.0,
37.864258,-120.004543,73,2.0,
33.142077,-116.106046,35,1.0,
34.40250899999997,-118.36342699999997,3223,51.0,
32.80856299999998,-116.71007600000002,336,6.0,
38.33313299999998,-121.92015100000003,1141,18.0,
37.32123300000001,-120.65439499999998,288,5.0,
32.741212,-117.22919,8731,114.0,
34.1499864,-118.00202,11893,171.0,
34.21243300000001,-117.38123900000001,1109,6.0,
38.049938999999966,-121.23296999999998,958,3.0,
36.448671999999995,-121.84950199999999,667,11.0,
33.6474401,-117.687623,23801,330.0,
34.653533,-120.007153,166,3.0,
34.1899742,-119.2327807,1978,31.0,
37.46945300000003,-122.41184100000004,2482,35.0,
32.990120999999995,-115.35875699999998,78,2.0,
33.97278199999999,-118.022066,11216,155.0,
34.545587,-118.42009500000002,701,11.0,
33.70859200000001,-116.49762199999999,805,13.0,
37.787236000000014,-120.75920200000002,308,5.0,
34.4350031,-119.6105419,1425,15.0,
35.621087,-118.789677,260,5.0,838.0
34.402343,-119.094824,320,5.0,381.0
32.8521688,-117.2571827,7590,91.0,26.0
34.05940999999998,-117.67401100000002,11811,169.0,294.0
34.13607700000001,-118.88891899999997,6407,101.0,371.0
37.8233204,-122.2071845,16877,256.0,310.0
33.746707,-117.17214200000001,1508,24.0,444.0
34.595668999999994,-120.35266700000001,444,7.0,222.0
34.923013,-120.259463,227,4.0,554.0
38.421934,-123.063911,189,3.0,150.0
38.493179,-122.777546,2192,33.0,37.0
39.215585999999995,-121.20324,167,3.0,416.0
40.601778000000024,-122.45497299999998,338,6.0,228.0
33.117153999999935,-117.18062699999994,8365,105.0,277.0
34.376158999999994,-117.29439699999999,487,8.0,1015.0
36.295014,-119.026031,105,2.0,429.0
36.814503,-120.57524,33,1.0,68.0
34.03230099999998,-117.01057400000003,2454,39.0,1080.0
34.106896000000006,-119.099535,683,11.0,5.0
37.7753584,-122.145787,12968,191.0,122.0
38.13406799999998,-122.52718999999999,1527,24.0,-1.0
33.343438,-117.31725000000002,501,8.0,67.0
38.46882899999998,-122.58072400000002,929,15.0,529.0
32.908915000000015,-116.89197499999997,1234,20.0,474.0
36.769389,-121.66753200000001,759,6.0,27.0
38.148862000000015,-121.73769599999999,205,4.0,47.0
39.22393899999999,-121.49404999999999,183,3.0,24.0
33.60669499999992,-117.60436000000014,12089,178.0,289.0
33.9443513,-118.4062065,37354,568.0,39.0
38.56886600000001,-122.07978099999998,166,3.0,276.0
33.9318178,-117.5999665,6526,93.0,176.0
34.1021355,-118.0749348,20487,288.0,113.0
34.2064242,-118.8844286,8956,118.0,237.0
38.19249800000001,-121.927529,463,8.0,2.0
37.605904999999986,-122.12687300000007,8864,138.0,-3.0
36.81779100000001,-119.457602,258,5.0,235.0
38.137067999999985,-121.38454599999999,539,6.0,4.0
34.447894,-117.623946,216,4.0,1210.0
34.08746000000006,-118.54423200000001,18952,289.0,476.0
33.8574579,-118.0785393,18505,220.0,20.0
38.744421,-121.1732264,7361,116.0,107.0
32.990032,-117.075396,12318,179.0,251.0
33.64952800000002,-117.37677400000003,1916,30.0,467.0
34.4623278,-118.5566385,4240,2.0,375.0
33.5410626,-117.1171448,6389,100.0,393.0
38.1860098,-122.2601691,2146,32.0,72.0
37.37682800000004,-122.20979600000004,13215,201.0,186.0
38.80034899999999,-120.503871,63,1.0,1365.0
33.62445599999993,-117.78142299999996,23925,365.0,170.0
33.78729199999999,-117.320673,476,8.0,643.0
39.33926399999999,-121.770785,137,3.0,24.0
34.36811000000001,-118.48903800000001,6133,78.0,490.0
38.6765755,-121.8685358,345,6.0,32.0
37.2628961,-121.932567,21479,288.0,64.0
35.617546,-118.452285,27,1.0,1168.0
34.29333800000003,-118.60311799999997,10415,163.0,514.0
37.583767,-119.976728,75,2.0,799.0
34.2022646,-118.5363484,21642,301.0,230.0
38.149815999999994,-120.84667,110,2.0,209.0
33.9870413,-117.8925164,18344,241.0,170.0
33.8739847,-117.8709131,17620,233.0,88.0
36.658708999999995,-119.401274,133,3.0,122.0
34.18001,-117.77393900000004,4313,68.0,834.0
38.80826400000001,-122.53995199999999,166,3.0,396.0
33.828396000000005,-117.20765999999999,1509,8.0,442.0
40.51087,-121.876112,21,1.0,1081.0
37.17126700000001,-122.149524,247,4.0,274.0
33.819545,-117.9601612,20660,250.0,28.0
39.73630800000001,-122.259338,51,1.0,84.0
36.72725,-120.123426,89,2.0,64.0
36.82574499999999,-121.51858699999998,148,3.0,142.0
37.5232544,-122.2518725,14159,155.0,-2.0
35.3855515,-119.1119803,1010,2.0,116.0
37.4059857,-122.121416,25538,309.0,11.0
39.111833,-120.877969,107,2.0,574.0
34.1390039,-117.706921,6898,104.0,455.0
32.8575383,-117.1852012,14915,180.0,123.0
38.489543999999945,-121.32345400000003,4612,73.0,20.0
33.0930727,-117.2910388,10699,113.0,91.0
34.185894,-116.43241600000002,208,4.0,1117.0
37.889098,-122.03755300000005,12094,141.0,72.0
33.2079607,-117.2819851,6754,87.0,86.0
38.743039,-123.476418,117,2.0,197.0
33.745761999999985,-118.20804200000002,6336,64.0,0.0
33.9258238,-118.2376001,7092,96.0,28.0
33.679010000000076,-118.01460300000002,13706,205.0,21.0
33.617844,-117.25930400000003,2054,29.0,466.0
33.244442,-117.291178,4075,64.0,29.0
34.4359096,-119.803846,2833,44.0,52.0
38.4807614,-121.410185,5102,76.0,10.0
33.4617564,-117.6963287,5510,86.0,104.0
40.551757,-120.675673,17,1.0,1526.0
39.30524499999999,-123.748616,100,2.0,191.0
34.480246999999984,-117.408184,891,14.0,1002.0
33.66584799999999,-117.04966000000006,1770,28.0,478.0
33.99900500000002,-117.97214600000002,12484,177.0,124.0
34.4521463,-118.6360958,3987,51.0,429.0
33.89113299999998,-117.32674899999999,4493,69.0,508.0
33.6344767,-117.9184402,16708,242.0,28.0
39.0199922,-122.0559382,32,1.0,40.0
34.16035900000002,-118.21376899999998,25277,372.0,249.0
33.212443999999984,-117.11609799999997,3465,55.0,494.0
33.9559109,-117.3321018,4676,74.0,335.0
33.75404800000007,-117.75227300000002,27626,428.0,139.0
37.043434,-120.033693,126,2.0,98.0
40.18189000000001,-122.37710399999999,118,2.0,179.0
40.557483,-124.081215,91,2.0,102.0
37.8731755,-122.4563742,3263,35.0,68.0
34.19602599999998,-118.99253100000003,3526,56.0,107.0
38.04585699999999,-122.861209,54,1.0,128.0
35.3118622,-120.832629,341,6.0,244.0
37.722720000000024,-122.02155200000004,7659,120.0,293.0
35.401934,-120.799362,217,4.0,179.0
33.9577257,-118.3096485,20079,281.0,62.0
39.045931,-122.941077,75,2.0,468.0
37.9522715,-122.550052,9347,125.0,112.0
37.224696,-119.470738,23,1.0,1063.0
38.65206500000007,-121.25440999999996,4974,70.0,70.0
38.51199199999998,-121.09626099999998,220,4.0,71.0
35.2603549,-118.913783,189,3.0,122.0
37.66740500000001,-120.629404,72,2.0,71.0
38.1194226,-122.2090254,3112,9.0,78.0
37.871680000000005,-121.597066,3090,49.0,-3.0
33.460512,-116.084589,34,1.0,-58.0
34.1849261,-118.77057,7720,117.0,343.0
37.840645000000066,-122.11487699999996,12007,188.0,186.0
36.245404,-118.693313,36,1.0,2056.0
40.92143,-123.815266,25,1.0,424.0
34.085971999999984,-117.464597,4972,78.0,354.0
33.399248,-118.435601,31,1.0,245.0
38.80917499999999,-121.17137499999998,2764,8.0,132.0
40.3608931,-121.3543113,6,1.0,1712.0
32.7987241,-117.2469667,13361,197.0,8.0
41.609516,-122.963525,10,1.0,838.0
37.345784999999985,-120.42415,559,9.0,62.0
37.209821,-119.749802,90,2.0,568.0
38.1378861,-120.457094,65,2.0,676.0
32.838797999999954,-116.86995599999997,2315,29.0,264.0
37.8995587,-121.8733991,3038,48.0,271.0
33.88257899999997,-117.44230299999991,3829,59.0,326.0
33.95154000000001,-116.52010400000002,263,5.0,311.0
34.0705005,-117.934355,10408,125.0,118.0
37.9613153,-122.5002485,7334,93.0,47.0
35.652242,-119.4464,54,1.0,77.0
32.72191899999999,-116.78820400000001,299,5.0,795.0
37.9652976,-121.781917,2985,3.0,47.0
33.02090799999997,-117.19034599999996,21693,339.0,79.0
38.06047499999995,-122.50849599999994,4635,73.0,-2.0
37.85041099999993,-122.02112399999996,8021,125.0,113.0
36.301334000000004,-119.372586,348,4.0,98.0
32.7142466,-117.0072678,7581,113.0,303.0
34.131587,-117.614893,8323,130.0,487.0
34.1068035,-118.4151417,41613,629.0,198.0
37.9043493,-122.2677241,11538,122.0,133.0
34.757047,-117.350142,71,2.0,775.0
35.303925,-120.256566,38,1.0,736.0
36.627210999999996,-119.731888,250,4.0,89.0
32.881448999999996,-115.675459,167,3.0,-15.0
34.44159600000001,-118.448109,3835,58.0,629.0
37.9588379,-122.611688,5667,89.0,317.0
33.8983315,-117.9111323,17951,210.0,101.0
32.68755199999999,-115.54102800000001,189,3.0,-3.0
37.37109099999999,-121.80075200000005,12231,170.0,154.0
33.80844999999994,-117.79173699999997,21635,335.0,123.0
34.556110999999994,-117.35363200000002,672,3.0,869.0
34.127194000000024,-118.29564700000005,33885,477.0,411.0
38.6379171,-121.3305,6473,94.0,39.0
34.45090600000001,-118.227614,147,3.0,1107.0
33.082399999999986,-117.127641,10126,159.0,272.0
32.6302101,-116.9385545,6303,57.0,152.0
37.7377092,-122.239576,9528,129.0,5.0
32.777241,-115.127641,15,1.0,34.0
33.80760699999999,-117.01516299999999,764,12.0,448.0
39.09923000000001,-121.13884800000001,234,4.0,422.0
37.043286,-119.691306,97,2.0,413.0
37.554268999999984,-120.95152300000001,706,12.0,25.0
34.1842684,-118.1310397,14976,230.0,437.0
37.3439781,-121.958945,35917,474.0,20.0
40.855693999999986,-124.066898,257,3.0,9.0
39.884654,-121.586789,19,1.0,888.0
37.066986,-122.0056659,1798,13.0,206.0
33.93619300000001,-117.49388100000003,5207,80.0,237.0
34.2007767,-118.4143209,21477,323.0,236.0
36.793477,-119.956818,1045,17.0,85.0
38.670649000000026,-121.52598299999997,4893,38.0,6.0
37.231045,-120.501072,114,2.0,46.0
37.020043,-120.625404,35,1.0,36.0
37.672905999999976,-120.94659399999999,1770,28.0,32.0
37.166199,-121.024432,58,1.0,48.0
37.16084600000002,-121.98396599999997,4874,77.0,384.0
34.083305,-117.968609,14126,200.0,119.0
39.31403000000001,-123.249924,53,1.0,588.0
37.671103000000016,-121.40655899999999,1341,21.0,41.0
35.5030678,-119.2774005,178,3.0,104.0
37.3303684,-121.88439,24106,327.0,20.0
35.886767,-120.608661,38,1.0,577.0
34.40778,-119.306554,113,2.0,135.0
36.248797,-121.386631,71,2.0,413.0
35.484966,-120.944417,88,2.0,246.0
37.8347336,-122.248783,20357,292.0,135.0
38.072109,-120.631346,42,1.0,471.0
35.162393,-119.425116,29,1.0,293.0
33.9706149,-118.1656423,8659,56.0,38.0
37.325955,-121.193383,98,2.0,181.0
36.789273,-119.140345,23,1.0,1287.0
41.068267,-124.1489841,67,2.0,0.0
33.9677273,-117.2658869,3372,22.0,539.0
38.527164,-123.00789199999998,136,3.0,139.0
37.7233601,-122.3962416,39957,596.0,59.0
32.57375500000001,-117.12087200000002,2426,38.0,6.0
37.3606024,-120.7403361,205,4.0,38.0
34.957206,-117.827391,36,1.0,695.0
34.2344938,-118.5014299,19193,247.0,267.0
36.83428900000001,-119.83335,3275,42.0,106.0
32.7013147,-117.1974009,7489,94.0,-5.0
34.22419600000001,-118.63239399999999,11777,175.0,270.0
37.55337599999999,-120.714055,78,2.0,68.0
32.806763,-117.149407,14948,149.0,127.0
37.949421,-121.157283,124,2.0,19.0
38.9627361,-122.634245,42,1.0,423.0
34.2605131,-118.326723,8253,129.0,413.0
38.52807900000004,-122.82134900000001,2192,23.0,31.0
33.527867,-116.64762,20,1.0,1201.0
39.009800999999996,-121.034707,525,9.0,549.0
32.9494207,-117.2466505,10498,155.0,5.0
38.399280999999995,-121.210116,163,3.0,35.0
38.371537999999994,-122.487307,205,3.0,440.0
33.50186000000005,-117.60864600000005,8476,117.0,293.0
34.10775300000001,-118.61621900000002,12093,188.0,423.0
36.614410000000014,-121.78690100000001,1835,29.0,138.0
36.874755,-121.630732,101,2.0,171.0
35.112617,-118.832292,48,1.0,194.0
33.934335000000026,-117.36731899999995,4187,64.0,350.0
39.940063,-120.891328,27,1.0,1082.0
33.8040036,-118.350904,19391,259.0,29.0
38.523861,-120.376629,34,1.0,1400.0
34.108022999999974,-118.456964,34415,528.0,293.0
33.15849999999995,-117.27716299999999,9728,131.0,73.0
35.538809,-120.73989300000001,822,13.0,268.0
34.0317908,-117.9130066,16062,185.0,182.0
34.95934,-120.490081,706,12.0,52.0
34.12977199999995,-118.330989,37183,536.0,325.0
34.04151,-118.1918603,18018,236.0,127.0
37.9539711,-122.0610372,9155,61.0,19.0
37.612612,-121.108568,150,3.0,20.0
37.129364,-119.219563,9,1.0,2142.0
38.4000578,-122.3604533,114,2.0,28.0
37.131989,-118.15588,8,1.0,1895.0
38.012599,-122.687478,281,5.0,100.0
39.593945,-121.581363,66,2.0,298.0
34.624395,-120.137875,441,2.0,229.0
33.492391,-116.837955,42,1.0,858.0
34.737964,-120.543739,58,1.0,142.0
39.92344599999999,-122.270806,49,1.0,106.0
34.8509668,-119.1650192,43,1.0,2200.0
33.7263885,-117.9051156,21263,276.0,20.0
34.689848,-118.533689,42,1.0,1421.0
36.905389000000014,-119.748632,1935,31.0,112.0
38.72237400000001,-120.978633,104,2.0,471.0
35.779507,-119.200825,118,2.0,117.0
37.9883736,-122.590597,6282,89.0,72.0
38.76407000000003,-121.287523,8236,25.0,52.0
37.85290399999998,-122.54720700000003,5520,68.0,60.0
32.8390419,-117.0986005,15329,215.0,102.0
39.806096,-123.516147,8,1.0,831.0
40.60306599999999,-122.186657,51,1.0,217.0
32.66576199999999,-117.01865700000003,9931,136.0,55.0
33.79519599999999,-116.93285599999999,408,7.0,484.0
36.469275,-118.800919,23,1.0,1337.0
38.44913699999997,-122.793752,3878,61.0,24.0
38.881182999999986,-121.169014,717,12.0,159.0
37.7249429,-122.3939216,31608,487.0,9.0
34.2708514,-119.170721,3000,11.0,65.0
34.1927085,-118.5715064,22685,318.0,246.0
34.15021200000002,-119.127729,1232,18.0,6.0
37.95284400000001,-122.38197399999999,3647,53.0,2.0
39.1868911,-120.1104969,72,2.0,2048.0
33.76563900000006,-117.79007499999994,24990,354.0,87.0
33.9888385,-118.293159,26809,413.0,55.0
34.297699,-119.014558,119,2.0,239.0
38.6798655,-121.229027,7472,115.0,70.0
37.554298,-122.49663199999999,1686,25.0,182.0
33.69221699999999,-116.34124800000001,2763,44.0,416.0
33.8556925,-118.1667143,9946,134.0,19.0
34.2034285,-118.2986959,18889,232.0,493.0
37.0890844,-122.0892896,2627,42.0,195.0
37.861625,-120.480322,33,1.0,366.0
34.899991,-116.654532,9,1.0,556.0
38.3346278,-123.0496156,181,3.0,85.0
34.7727,-118.791975,18,1.0,1050.0
34.0231421,-118.0369225,10989,162.0,278.0
33.7353335,-116.6960429,44,1.0,1670.0
36.76886,-119.762393,2287,10.0,98.0
38.51278700000001,-121.493618,6084,86.0,7.0
40.3018006,-121.0008794,13,1.0,1731.0
38.628217,-123.160834,34,1.0,268.0
36.5458801,-121.9275261,1654,8.0,55.0
