Latitude,Longitude,Details,Required Chargers
37.3607935,-122.0968991,Vehicles Nearby: 28726,408.0
38.6811234,-121.0475448,Vehicles Nearby: 6280,84.0
34.19332599999997,-118.81868400000003,Vehicles Nearby: 7520,88.0
33.51122800000002,-117.04239599999985,Vehicles Nearby: 3945,62
35.606509,-117.68347200000001,Vehicles Nearby: 212,1.0
34.0827269,-117.8517056,Vehicles Nearby: 10516,106.0
37.71450899999992,-122.07954199999993,Vehicles Nearby: 11862,170.0
35.468183,-118.77964900000002,Vehicles Nearby: 453,8
32.67400400000001,-116.94393200000005,Vehicles Nearby: 6230,58.0
37.6619214,-121.855933,Vehicles Nearby: 3329,46.0
34.32658400000002,-118.38226099999997,Vehicles Nearby: 5107,80
34.09253999999999,-118.49106399999991,Vehicles Nearby: 31288,487.0
34.308728999999985,-118.68722300000002,Vehicles Nearby: 5377,85
41.81957799999999,-124.065667,Vehicles Nearby: 74,2
41.314337000000016,-122.380798,Vehicles Nearby: 78,2
38.427506999999856,-121.31489899999995,Vehicles Nearby: 3030,44.0
33.90313400000002,-117.39804399999998,Vehicles Nearby: 4533,67.0
34.141358000000004,-115.62116799999998,Vehicles Nearby: 110,2
36.29223,-119.622676,Vehicles Nearby: 458,6.0
33.6170068,-117.6494139,Vehicles Nearby: 17571,255.0
38.235014000000035,-122.55733199999997,Vehicles Nearby: 936,15
35.296958,-120.73313400000002,Vehicles Nearby: 512,8
38.99003000000003,-121.11440799999998,Vehicles Nearby: 1013,16
38.7710902,-121.3698634,Vehicles Nearby: 4891,73.0
34.037339999999986,-119.800786,Vehicles Nearby: 740,12
37.17406299999992,-121.59874699999996,Vehicles Nearby: 3061,48
38.04686299999998,-121.35280199999998,Vehicles Nearby: 1404,7.0
32.77601200000003,-116.88063400000004,Vehicles Nearby: 2036,32
34.1644476,-118.256508,Vehicles Nearby: 20797,295.0
34.83179200000001,-120.43350900000002,Vehicles Nearby: 620,10
38.11276,-120.225746,Vehicles Nearby: 38,1
33.95290199999995,-117.63932500000004,Vehicles Nearby: 6673,105
37.39228700000001,-120.498299,Vehicles Nearby: 559,9
38.344887999999976,-121.43123100000004,Vehicles Nearby: 4130,65
35.988087,-118.860221,Vehicles Nearby: 278,5
38.577783000000046,-121.20178800000002,Vehicles Nearby: 2075,33
33.74808599999996,-117.46803700000004,Vehicles Nearby: 1851,29
39.487185000000004,-123.74196300000001,Vehicles Nearby: 124,2
34.50662699999999,-118.69904800000002,Vehicles Nearby: 2048,32
32.94579100000032,-117.2143660000001,Vehicles Nearby: 12725,163.0
38.280744999999946,-122.00637999999992,Vehicles Nearby: 1298,19.0
37.24662299999993,-121.73383300000009,Vehicles Nearby: 5071,48.0
34.57086700000001,-118.023744,Vehicles Nearby: 452,8
37.519986000000024,-121.57559600000005,Vehicles Nearby: 2159,34
36.902044999999994,-121.35078300000004,Vehicles Nearby: 1087,17
38.5545359,-121.7870207,Vehicles Nearby: 1200,19
37.7682179999999,-121.60950899999992,Vehicles Nearby: 2694,43
36.20506,-121.010363,Vehicles Nearby: 79,2
33.692672999999964,-117.302957,Vehicles Nearby: 2885,20.0
34.227892000000004,-119.07955199999999,Vehicles Nearby: 1273,8.0
34.29461500000001,-118.50700099999995,Vehicles Nearby: 10457,140.0
38.4866182,-121.5351981,Vehicles Nearby: 3099,47.0
34.1654839,-117.5233721,Vehicles Nearby: 7117,112
37.879920000000034,-122.18457200000006,Vehicles Nearby: 14346,225
36.862209000000014,-119.760793,Vehicles Nearby: 4043,26.0
33.6266048,-117.8485703,Vehicles Nearby: 19181,205.0
33.889702,-117.11342699999997,Vehicles Nearby: 901,15
37.8849857,-122.5706681,Vehicles Nearby: 5916,87.0
33.13115600000001,-116.976997,Vehicles Nearby: 949,15
35.26146,-116.690324,Vehicles Nearby: 44,1
37.76217399999988,-121.91578800000016,Vehicles Nearby: 19108,283.0
38.63482199999999,-122.615051,Vehicles Nearby: 185,3
37.21695299999996,-121.92655499999996,Vehicles Nearby: 19779,294.0
37.393471,-119.741037,Vehicles Nearby: 15,1
33.96372300000014,-117.73859599999999,Vehicles Nearby: 16455,231.0
38.23455300000003,-122.760385,Vehicles Nearby: 1257,20
33.72985299999999,-117.03406000000001,Vehicles Nearby: 1881,30
37.260499000000124,-122.04616499999986,Vehicles Nearby: 14498,222.0
37.45289500000001,-121.22997400000001,Vehicles Nearby: 506,8
36.521012,-119.389446,Vehicles Nearby: 102,2
34.479453000000014,-120.08409400000001,Vehicles Nearby: 989,16
33.022474,-116.493688,Vehicles Nearby: 58,1
33.826392999999975,-117.85130699999999,Vehicles Nearby: 20862,302.0
34.018195,-117.85482099999993,Vehicles Nearby: 12360,183.0
39.47536000000001,-121.41411,Vehicles Nearby: 105,2
32.7839251,-117.0596437,Vehicles Nearby: 11923,182.0
34.28033300000003,-117.86614099999997,Vehicles Nearby: 1072,17
38.823057999999996,-123.06389099999998,Vehicles Nearby: 201,4
34.0178788,-117.59212,Vehicles Nearby: 6387,73.0
37.750502000000075,-121.74905500000004,Vehicles Nearby: 1415,13.0
34.71365600000001,-117.86466000000001,Vehicles Nearby: 518,9
32.55702199999997,-117.00621399999997,Vehicles Nearby: 5944,68.0
38.6724297,-121.1558851,Vehicles Nearby: 7925,90.0
34.408548,-118.12359199999999,Vehicles Nearby: 526,9
35.585018,-121.041461,Vehicles Nearby: 173,3
36.52587,-121.396735,Vehicles Nearby: 53,1
32.983606000000066,-117.01903500000014,Vehicles Nearby: 4673,70.0
38.325247999999995,-120.955787,Vehicles Nearby: 63,1
34.20083400000005,-118.66489999999996,Vehicles Nearby: 11832,185
36.751519000000016,-119.680602,Vehicles Nearby: 2010,22.0
38.52573299999993,-122.69044299999995,Vehicles Nearby: 2304,36
34.530198999999996,-119.310133,Vehicles Nearby: 633,10
38.92213099999999,-122.789559,Vehicles Nearby: 73,2
33.5709300000001,-117.7730420000001,Vehicles Nearby: 14536,228
33.768584000000025,-116.42998799999994,Vehicles Nearby: 2700,7.0
35.250048,-120.6252368,Vehicles Nearby: 1528,22.0
34.168333,-116.288431,Vehicles Nearby: 75,2
33.736458,-114.687973,Vehicles Nearby: 44,1
36.178091,-119.370752,Vehicles Nearby: 337,4.0
38.92281200000008,-121.31200500000003,Vehicles Nearby: 1611,26
37.5496813,-122.0896594,Vehicles Nearby: 6740,83.0
40.75193699999996,-122.23067799999998,Vehicles Nearby: 319,5
34.60410500000001,-118.23921300000002,Vehicles Nearby: 1340,21
40.103236,-122.074735,Vehicles Nearby: 16,1
39.891623999999986,-121.84198199999999,Vehicles Nearby: 384,6
35.118772,-118.49381100000001,Vehicles Nearby: 318,1.0
34.00326600000003,-117.44200399999997,Vehicles Nearby: 3783,58.0
34.53322200000002,-119.791731,Vehicles Nearby: 1670,27
34.177082999999996,-117.25476299999998,Vehicles Nearby: 1634,24.0
38.39881499999994,-122.86192299999992,Vehicles Nearby: 1734,26.0
34.06611699999998,-118.846342,Vehicles Nearby: 2874,45
34.2736056,-118.555041,Vehicles Nearby: 13291,183.0
37.03646100000003,-122.12175000000009,Vehicles Nearby: 1946,31
33.21993499999998,-117.20260600000002,Vehicles Nearby: 6312,93.0
37.49211499999999,-118.390408,Vehicles Nearby: 108,2
36.41560299999999,-121.637651,Vehicles Nearby: 310,5
38.05172600000002,-121.48303600000003,Vehicles Nearby: 768,12
34.123304999999974,-118.67102500000004,Vehicles Nearby: 10897,142.0
35.463544,-120.69291100000001,Vehicles Nearby: 822,3.0
38.4423572,-122.6745352,Vehicles Nearby: 583,10
33.6687456,-117.7332496,Vehicles Nearby: 31449,458.0
34.32261800000001,-118.23756999999999,Vehicles Nearby: 2574,41
35.19240400000001,-119.175866,Vehicles Nearby: 1215,19
33.54761300000005,-117.34403999999994,Vehicles Nearby: 1597,25
40.959368000000005,-124.05123599999999,Vehicles Nearby: 222,4
37.89993600000005,-121.99924400000003,Vehicles Nearby: 10159,145.0
33.58001599999993,-117.1473599999999,Vehicles Nearby: 5601,83.0
36.197785,-120.422249,Vehicles Nearby: 55,1
35.16374,-117.886527,Vehicles Nearby: 79,2
34.156528999999985,-117.84160500000003,Vehicles Nearby: 5152,76.0
34.02452000000001,-117.28925499999998,Vehicles Nearby: 3382,45.0
37.92222799999987,-121.66835900000011,Vehicles Nearby: 4132,65
36.984884999999984,-119.873914,Vehicles Nearby: 440,7
34.38469700000003,-118.64724399999997,Vehicles Nearby: 4966,78
37.33598699999992,-121.77760300000008,Vehicles Nearby: 8846,135.0
41.028176,-121.308316,Vehicles Nearby: 6,1
39.492842,-123.34097300000002,Vehicles Nearby: 98,2
38.576618,-122.444388,Vehicles Nearby: 387,7
34.00446799999998,-117.68469700000004,Vehicles Nearby: 11473,169.0
34.980294,-116.96444900000002,Vehicles Nearby: 110,2
33.05300599999999,-116.85065099999997,Vehicles Nearby: 668,7.0
38.2441635,-122.299168,Vehicles Nearby: 1389,22
38.098070999999976,-122.13594000000003,Vehicles Nearby: 2227,35
38.11438799999998,-121.144658,Vehicles Nearby: 359,6
38.918887,-123.605684,Vehicles Nearby: 39,1
34.441370000000006,-119.514092,Vehicles Nearby: 397,7
37.28452899999994,-121.65832099999993,Vehicles Nearby: 4009,63
34.261092,-116.809496,Vehicles Nearby: 70,2
35.037198,-120.50459300000001,Vehicles Nearby: 706,12
37.50451399999993,-122.03291600000006,Vehicles Nearby: 17221,203.0
34.894366,-114.640335,Vehicles Nearby: 12,1
34.23085400000002,-118.36585599999998,Vehicles Nearby: 14834,227.0
37.4300692,-122.2989649,Vehicles Nearby: 6613,104
34.74739,-118.36924900000002,Vehicles Nearby: 1106,18
40.33638700000001,-122.44851100000001,Vehicles Nearby: 93,2
38.433968,-119.968436,Vehicles Nearby: 56,1
38.4220022,-121.4454761,Vehicles Nearby: 5457,69.0
37.792681999999964,-121.8605900000001,Vehicles Nearby: 9944,156
39.266469,-121.978604,Vehicles Nearby: 20,1
38.478832,-120.611993,Vehicles Nearby: 57,1
33.39047699999997,-117.20942700000006,Vehicles Nearby: 1370,22
37.186140999999864,-121.84355500000011,Vehicles Nearby: 13805,212.0
33.17077499999995,-117.15867599999997,Vehicles Nearby: 6651,80.0
40.168801,-123.826148,Vehicles Nearby: 8,1
33.64176699999998,-116.27394300000007,Vehicles Nearby: 1260,12.0
36.39177699999998,-119.372842,Vehicles Nearby: 700,11
32.735124,-116.415161,Vehicles Nearby: 43,1
39.491654,-122.26208,Vehicles Nearby: 33,1
38.40857100000001,-122.02277500000004,Vehicles Nearby: 817,13
38.7311645,-121.3653103,Vehicles Nearby: 5158,81
39.040304999999975,-121.560484,Vehicles Nearby: 617,6.0
34.42436599999999,-117.16129499999998,Vehicles Nearby: 374,6
38.112166,-122.63438399999995,Vehicles Nearby: 854,14
37.2946801,-122.0816201,Vehicles Nearby: 28728,441.0
33.54723799999985,-117.62376099999986,Vehicles Nearby: 21154,331
37.613574,-122.4863381,Vehicles Nearby: 17166,255.0
34.12328599999998,-118.758541,Vehicles Nearby: 5440,81.0
39.19638699999999,-120.972289,Vehicles Nearby: 246,4
34.2091699,-118.2094393,Vehicles Nearby: 12320,188.0
32.619458999999914,-116.9858199999999,Vehicles Nearby: 8912,95.0
37.733742,-120.9354079,Vehicles Nearby: 1421,23
37.00670000000002,-121.87820699999999,Vehicles Nearby: 1522,24
37.918853999999996,-121.41742700000002,Vehicles Nearby: 502,8
38.69861400000002,-121.69926200000002,Vehicles Nearby: 599,1.0
34.768503,-119.030293,Vehicles Nearby: 57,1
33.25354800000002,-117.00336600000003,Vehicles Nearby: 585,7.0
34.571217999999995,-117.13307300000001,Vehicles Nearby: 391,7
34.58523399999999,-117.45372399999998,Vehicles Nearby: 191,3
36.29227000000001,-119.829463,Vehicles Nearby: 212,3.0
33.648168999999996,-116.89530799999999,Vehicles Nearby: 531,9
37.35748900000006,-122.1444369999999,Vehicles Nearby: 20991,324.0
32.63786800000003,-117.05803099999999,Vehicles Nearby: 7138,83.0
36.91807899999999,-120.185933,Vehicles Nearby: 246,4
33.84045099999996,-117.60196099999993,Vehicles Nearby: 7047,102.0
37.864258,-120.004543,Vehicles Nearby: 73,2
33.142077,-116.106046,Vehicles Nearby: 35,1
34.40250899999997,-118.36342699999997,Vehicles Nearby: 3223,51
32.80856299999998,-116.71007600000002,Vehicles Nearby: 336,6
38.33313299999998,-121.92015100000003,Vehicles Nearby: 1141,18
37.32123300000001,-120.65439499999998,Vehicles Nearby: 288,5
32.741212,-117.22919,Vehicles Nearby: 8731,114.0
34.1499864,-118.00202,Vehicles Nearby: 11893,171.0
34.21243300000001,-117.38123900000001,Vehicles Nearby: 1109,6.0
38.049938999999966,-121.23296999999998,Vehicles Nearby: 958,3.0
36.448671999999995,-121.84950199999999,Vehicles Nearby: 667,11
33.6474401,-117.687623,Vehicles Nearby: 23801,330.0
34.653533,-120.007153,Vehicles Nearby: 166,3
34.1899742,-119.2327807,Vehicles Nearby: 1978,31
37.46945300000003,-122.41184100000004,Vehicles Nearby: 2482,35.0
32.990120999999995,-115.35875699999998,Vehicles Nearby: 78,2
33.97278199999999,-118.022066,Vehicles Nearby: 11216,155.0
34.545587,-118.42009500000002,Vehicles Nearby: 701,11
33.70859200000001,-116.49762199999999,Vehicles Nearby: 805,13
37.787236000000014,-120.75920200000002,Vehicles Nearby: 308,5
34.4350031,-119.6105419,Vehicles Nearby: 1425,15.0
35.621087,-118.789677,Vehicles Nearby: 260,5
34.402343,-119.094824,Vehicles Nearby: 320,5
32.8521688,-117.2571827,Vehicles Nearby: 7590,91.0
34.05940999999998,-117.67401100000002,Vehicles Nearby: 11811,169.0
34.13607700000001,-118.88891899999997,Vehicles Nearby: 6407,101
37.8233204,-122.2071845,Vehicles Nearby: 16877,256.0
33.746707,-117.17214200000001,Vehicles Nearby: 1508,24
34.595668999999994,-120.35266700000001,Vehicles Nearby: 444,7
34.923013,-120.259463,Vehicles Nearby: 227,4
38.421934,-123.063911,Vehicles Nearby: 189,3
38.493179,-122.777546,Vehicles Nearby: 2192,33.0
39.215585999999995,-121.20324,Vehicles Nearby: 167,3
40.601778000000024,-122.45497299999998,Vehicles Nearby: 338,6
33.117153999999935,-117.18062699999994,Vehicles Nearby: 8365,105.0
34.376158999999994,-117.29439699999999,Vehicles Nearby: 487,8
36.295014,-119.026031,Vehicles Nearby: 105,2
36.814503,-120.57524,Vehicles Nearby: 33,1
34.03230099999998,-117.01057400000003,Vehicles Nearby: 2454,39
34.106896000000006,-119.099535,Vehicles Nearby: 683,11
37.7753584,-122.145787,Vehicles Nearby: 12968,191.0
38.13406799999998,-122.52718999999999,Vehicles Nearby: 1527,24
33.343438,-117.31725000000002,Vehicles Nearby: 501,8
38.46882899999998,-122.58072400000002,Vehicles Nearby: 929,15
32.908915000000015,-116.89197499999997,Vehicles Nearby: 1234,20
36.769389,-121.66753200000001,Vehicles Nearby: 759,6.0
38.148862000000015,-121.73769599999999,Vehicles Nearby: 205,4
39.22393899999999,-121.49404999999999,Vehicles Nearby: 183,3
33.60669499999992,-117.60436000000014,Vehicles Nearby: 12089,178.0
33.9443513,-118.4062065,Vehicles Nearby: 37354,568.0
38.56886600000001,-122.07978099999998,Vehicles Nearby: 166,3
33.9318178,-117.5999665,Vehicles Nearby: 6526,93.0
34.1021355,-118.0749348,Vehicles Nearby: 20487,288.0
34.2064242,-118.8844286,Vehicles Nearby: 8956,118.0
38.19249800000001,-121.927529,Vehicles Nearby: 463,8
37.605904999999986,-122.12687300000007,Vehicles Nearby: 8864,138.0
36.81779100000001,-119.457602,Vehicles Nearby: 258,5
38.137068000000006,-121.38454600000001,Vehicles Nearby: 539,6.0
34.447894,-117.623946,Vehicles Nearby: 216,4
34.08746000000006,-118.54423200000001,Vehicles Nearby: 18952,289.0
33.8574579,-118.0785393,Vehicles Nearby: 18505,220.0
38.744421,-121.1732264,Vehicles Nearby: 7361,116
32.990032,-117.075396,Vehicles Nearby: 12318,179.0
33.64952800000002,-117.37677400000003,Vehicles Nearby: 1916,30
34.4623278,-118.5566385,Vehicles Nearby: 4240,2.0
33.5410626,-117.1171448,Vehicles Nearby: 6389,100
38.1860098,-122.2601691,Vehicles Nearby: 2146,32.0
37.37682800000004,-122.20979600000004,Vehicles Nearby: 13215,201.0
38.80034899999999,-120.503871,Vehicles Nearby: 63,1
33.62445599999993,-117.78142299999996,Vehicles Nearby: 23925,365.0
33.787291999999994,-117.32067300000001,Vehicles Nearby: 476,8
39.33926399999999,-121.770785,Vehicles Nearby: 137,3
34.36811000000001,-118.48903800000001,Vehicles Nearby: 6133,78.0
38.6765755,-121.8685358,Vehicles Nearby: 345,6
37.2628961,-121.932567,Vehicles Nearby: 21479,288.0
35.617546,-118.452285,Vehicles Nearby: 27,1
34.29333800000003,-118.60311799999997,Vehicles Nearby: 10415,163
37.583767,-119.976728,Vehicles Nearby: 75,2
34.2022646,-118.5363484,Vehicles Nearby: 21642,301.0
38.149815999999994,-120.84667,Vehicles Nearby: 110,2
33.9870413,-117.8925164,Vehicles Nearby: 18344,241.0
33.8739847,-117.8709131,Vehicles Nearby: 17620,233.0
36.658708999999995,-119.401274,Vehicles Nearby: 133,3
34.18001,-117.77393900000004,Vehicles Nearby: 4313,68
38.80826400000001,-122.53995199999999,Vehicles Nearby: 166,3
33.828396000000005,-117.20765999999999,Vehicles Nearby: 1509,8.0
40.51087,-121.876112,Vehicles Nearby: 21,1
37.17126700000001,-122.149524,Vehicles Nearby: 247,4
33.819545,-117.9601612,Vehicles Nearby: 20660,250.0
39.73630800000001,-122.259338,Vehicles Nearby: 51,1
36.72725,-120.123426,Vehicles Nearby: 89,2
36.82574499999999,-121.51858699999998,Vehicles Nearby: 148,3
37.5232544,-122.2518725,Vehicles Nearby: 14159,155.0
35.3855515,-119.1119803,Vehicles Nearby: 1010,2.0
37.4059857,-122.121416,Vehicles Nearby: 25538,309.0
39.111833,-120.877969,Vehicles Nearby: 107,2
34.1390039,-117.706921,Vehicles Nearby: 6898,104.0
32.8575383,-117.1852012,Vehicles Nearby: 14915,180.0
38.489543999999945,-121.32345400000003,Vehicles Nearby: 4612,73
33.0930727,-117.2910388,Vehicles Nearby: 10699,113.0
34.185894,-116.43241600000002,Vehicles Nearby: 208,4
37.889098,-122.03755300000005,Vehicles Nearby: 12094,141.0
33.2079607,-117.2819851,Vehicles Nearby: 6754,87.0
38.743039,-123.476418,Vehicles Nearby: 117,2
33.745761999999985,-118.20804200000002,Vehicles Nearby: 6336,64.0
33.9258238,-118.2376001,Vehicles Nearby: 7092,96.0
33.679010000000076,-118.01460300000002,Vehicles Nearby: 13706,205.0
33.617844,-117.25930400000003,Vehicles Nearby: 2054,29.0
33.244442,-117.291178,Vehicles Nearby: 4075,64
34.4359096,-119.803846,Vehicles Nearby: 2833,44.0
38.4807614,-121.410185,Vehicles Nearby: 5102,76.0
33.4617564,-117.6963287,Vehicles Nearby: 5510,86.0
40.551757,-120.675673,Vehicles Nearby: 17,1
39.30524499999999,-123.748616,Vehicles Nearby: 100,2
34.480246999999984,-117.408184,Vehicles Nearby: 891,14
33.66584799999999,-117.04966000000006,Vehicles Nearby: 1770,28
33.99900500000002,-117.97214600000002,Vehicles Nearby: 12484,177.0
34.4521463,-118.6360958,Vehicles Nearby: 3987,51.0
33.89113299999998,-117.32674899999999,Vehicles Nearby: 4493,69.0
33.6344767,-117.9184402,Vehicles Nearby: 16708,242.0
39.0199922,-122.0559382,Vehicles Nearby: 32,1
34.16035900000002,-118.21376899999998,Vehicles Nearby: 25277,372.0
33.212444000000005,-117.11609799999995,Vehicles Nearby: 3465,55
33.9559109,-117.3321018,Vehicles Nearby: 4676,74
33.75404800000007,-117.75227300000002,Vehicles Nearby: 27626,428.0
37.043434,-120.033693,Vehicles Nearby: 126,2
40.18189000000001,-122.37710399999999,Vehicles Nearby: 118,2
40.557483,-124.081215,Vehicles Nearby: 91,2
37.8731755,-122.4563742,Vehicles Nearby: 3263,35.0
34.19602599999998,-118.99253100000003,Vehicles Nearby: 3526,56
38.04585699999999,-122.861209,Vehicles Nearby: 54,1
35.3118622,-120.832629,Vehicles Nearby: 341,6
37.722720000000024,-122.02155200000004,Vehicles Nearby: 7659,120
35.401934,-120.799362,Vehicles Nearby: 217,4
33.9577257,-118.3096485,Vehicles Nearby: 20079,281.0
39.045931,-122.941077,Vehicles Nearby: 75,2
37.9522715,-122.550052,Vehicles Nearby: 9347,125.0
37.224696,-119.470738,Vehicles Nearby: 23,1
38.65206500000007,-121.25440999999996,Vehicles Nearby: 4974,70.0
38.51199199999998,-121.09626099999998,Vehicles Nearby: 220,4
35.2603549,-118.913783,Vehicles Nearby: 189,3
37.66740500000001,-120.629404,Vehicles Nearby: 72,2
38.1194226,-122.2090254,Vehicles Nearby: 3112,9.0
37.871680000000005,-121.597066,Vehicles Nearby: 3090,49
33.460512,-116.084589,Vehicles Nearby: 34,1
34.1849261,-118.77057,Vehicles Nearby: 7720,117.0
37.840645000000066,-122.11487699999996,Vehicles Nearby: 12007,188
36.245404,-118.693313,Vehicles Nearby: 36,1
40.92143,-123.815266,Vehicles Nearby: 25,1
34.085971999999984,-117.464597,Vehicles Nearby: 4972,78
33.399248,-118.435601,Vehicles Nearby: 31,1
38.80917499999999,-121.17137499999998,Vehicles Nearby: 2764,8.0
40.39796,-121.298528,Vehicles Nearby: 6,1
32.7987241,-117.2469667,Vehicles Nearby: 13361,197.0
41.609516,-122.963525,Vehicles Nearby: 10,1
37.345784999999985,-120.42415,Vehicles Nearby: 559,9
37.209821,-119.749802,Vehicles Nearby: 90,2
38.1378861,-120.457094,Vehicles Nearby: 65,2
32.838797999999954,-116.86995599999997,Vehicles Nearby: 2315,29.0
37.8995587,-121.8733991,Vehicles Nearby: 3038,48
33.88257899999997,-117.44230299999991,Vehicles Nearby: 3829,59.0
33.95154000000001,-116.52010400000002,Vehicles Nearby: 263,5
34.0705005,-117.934355,Vehicles Nearby: 10408,125.0
37.9613153,-122.5002485,Vehicles Nearby: 7334,93.0
35.652242,-119.4464,Vehicles Nearby: 54,1
32.72191899999999,-116.78820400000001,Vehicles Nearby: 299,5
37.9652976,-121.781917,Vehicles Nearby: 2985,3.0
33.02090799999997,-117.19034599999996,Vehicles Nearby: 21693,339
38.06047499999995,-122.50849599999994,Vehicles Nearby: 4635,73
37.85041099999993,-122.02112399999996,Vehicles Nearby: 8021,125.0
36.301334000000004,-119.372586,Vehicles Nearby: 348,4.0
32.7142466,-117.0072678,Vehicles Nearby: 7581,113.0
34.131587,-117.614893,Vehicles Nearby: 8323,130.0
34.1068035,-118.4151417,Vehicles Nearby: 41613,629.0
37.9043493,-122.2677241,Vehicles Nearby: 11538,122.0
34.757047,-117.350142,Vehicles Nearby: 71,2
35.303925,-120.256566,Vehicles Nearby: 38,1
36.627210999999996,-119.731888,Vehicles Nearby: 250,4
32.881448999999996,-115.675459,Vehicles Nearby: 167,3
34.44159600000001,-118.448109,Vehicles Nearby: 3835,58.0
37.9588379,-122.611688,Vehicles Nearby: 5667,89
33.8983315,-117.9111323,Vehicles Nearby: 17951,210.0
32.68755199999999,-115.54102800000001,Vehicles Nearby: 189,3
37.37109099999999,-121.80075200000005,Vehicles Nearby: 12231,170.0
33.80844999999994,-117.79173699999997,Vehicles Nearby: 21635,335.0
34.556110999999994,-117.35363200000002,Vehicles Nearby: 672,3.0
34.127194000000024,-118.29564700000005,Vehicles Nearby: 33885,477.0
38.6379171,-121.3305,Vehicles Nearby: 6473,94.0
34.45090600000001,-118.227614,Vehicles Nearby: 147,3
33.082399999999986,-117.127641,Vehicles Nearby: 10126,159
32.6302101,-116.9385545,Vehicles Nearby: 6303,57.0
37.7377092,-122.239576,Vehicles Nearby: 9528,129.0
32.777241,-115.127641,Vehicles Nearby: 15,1
33.80760699999999,-117.01516299999999,Vehicles Nearby: 764,12
39.09923000000001,-121.13884800000001,Vehicles Nearby: 234,4
37.043286,-119.691306,Vehicles Nearby: 97,2
37.554268999999984,-120.95152300000001,Vehicles Nearby: 706,12
34.1842684,-118.1310397,Vehicles Nearby: 14976,230.0
37.3439781,-121.958945,Vehicles Nearby: 35917,474.0
40.855693999999986,-124.066898,Vehicles Nearby: 257,3.0
39.884654,-121.586789,Vehicles Nearby: 19,1
37.066986,-122.0056659,Vehicles Nearby: 1798,13.0
33.93619300000001,-117.49388100000003,Vehicles Nearby: 5207,80.0
34.2007767,-118.4143209,Vehicles Nearby: 21477,323.0
36.793477,-119.956818,Vehicles Nearby: 1045,17
38.670649000000026,-121.52598299999997,Vehicles Nearby: 4893,38.0
